name,recclass,mass,year,reclat,reclong,ID,MeteorClass,SecondClass,Group,Family,ChemGroup,PetroType,Breccia,PetroClass,MetaGrade,MarsType,Lithol,Melt,Other
Asuka 9007,H3.7,94.26,1990,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Brownfield (1937),H3.7,40960,1937,33.21667,-102.18333,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Dimmitt,H3.7,2.00E+05,1942,34.58333,-102.16667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Elephant Moraine 87805,H3.7,62.7,1987,-76.18333,157.16667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Fleming,H3.7,1750,1940,40.68333,-102.81667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Gorlovka,H3.7,3618,1974,48.28333,38.08333,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Grady (1937),H3.7,9300,1937,34.8,-103.31667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Graves Nunataks 95208,H3.7,778.3,1995,-86.71667,-141.5,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Laundry East,H3.7,43.1,1967,-31.53333,127.1,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 85383,H3.7,18.5,1985,-84.27423,161.34604,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 88393,H3.7,12.2,1988,-84.24173,161.43651,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 88415,H3.7,7.4,1988,-84.23729,161.45043,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 88500,H3.7,16,1988,-84.24811,161.39274,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
MacAlpine Hills 02833,H3.7,134.1,2002,-84.21667,160.5,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 028,H3.7,305,1999,30.33333,-5.83333,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 107,H3.7,1630,2000,NA,NA,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 130,H3.7,430,2000,NA,NA,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 1785,H3.7,248.8,2001,NA,NA,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 224,H3.7,148,2000,NA,NA,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 4239,H3.7,55,2003,NA,NA,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Prairie Dog Creek,H3.7,2900,1893,39.63333,-100.5,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Ramlat as Sahmah 374,H3.7,156.48,2010,20.5002,55.83432,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Tanezrouft 006,H3.7,331,1989,25.53333,0.56667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Tanezrouft 085,H3.7,90.4,2003,25.21283,0.03898,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Umm as Samim 003,H3.7,991,2001,21.32,56.41667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 790443,H3.7,19.49,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 790460,H3.7,586,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 790461,H3.7,778.9,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 790986,H3.7,135.79,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791057,H3.7,66.68,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791087,H3.7,579.84,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791428,H3.7,548.94,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 792927,H3.7,25.84,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 794007,H3.7,78.76,1979,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 81015,H3.7,55.78,1981,-71.5,35.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Jiddat al Harasis 559,H3.7/3.8,208.6,2008,19.83992,56.10517,H3.7/3.8,chondrite,ordinary,H,,,3,0,,,,,,
Jiddat al Harasis 450,H3.7-5,217.741,2007,19.74033,56.30298,H3.7-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Ramlat as Sahmah 422,H3.7-5,3879,2010,20.5052,56.48438,H3.7-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Asuka 880956,H3.7-6,97.8,1988,-72,26,H3.7-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Abar al' Uj 001,H3.8,194.34,2008,22.72192,48.95937,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 023,H3.8,118,1989,27.51667,3.91667,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 028,H3.8,3130,1989,27.66667,4.25,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 119,H3.8,121,1990,27.65,4.23333,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 159,H3.8,123,1990,27.5,3.93333,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880624,H3.8,91.68,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880724,H3.8,78.24,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880729,H3.8,239.61,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880746,H3.8,239.71,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880788,H3.8,220.13,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880869,H3.8,114.34,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880951,H3.8,52.86,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881341,H3.8,32.38,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881386,H3.8,21.57,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881387,H3.8,24.37,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881400,H3.8,698.02,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881539,H3.8,1896.48,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881558,H3.8,31.78,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881597,H3.8,21.25,1988,-72,26,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Dengli,H3.8,243.5,1976,39.06667,58.86667,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Devgaon,H3.8,12000,2001,19,81,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Dhajala,H3.8,45000,1976,22.37778,71.42722,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 189,H3.8,120,2000,18.34167,54.195,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 993,H3.8,114.5,2004,19.22483,54.89417,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Flagler,H3.8,4100,1972,39.23,-102.99,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Frontier Mountain 93045,H3.8,0.64,1993,-72.98167,160.43778,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Graves Nunataks 98023,H3.8,136.7,1998,-86.71667,-141.5,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Graves Nunataks 98024,H3.8,59.1,1998,-86.71667,-141.5,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Graves Nunataks 98050,H3.8,337.4,1998,-86.71667,-141.5,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Graves Nunataks 98087,H3.8,22.3,1998,-86.71667,-141.5,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 86526,H3.8,14.1,1986,-84.23923,161.44448,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 88367,H3.8,14,1988,-84.25138,161.38948,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 88503,H3.8,7.4,1988,-84.2508,161.38827,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Lost Creek,H3.8,4018,1916,39.12417,-98.16778,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Meteorite Hills 00570,H3.8,157.02,2000,-79.68333,155.75,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Meteorite Hills 01182,H3.8,69.9,2001,-79.68333,159.75,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Mount DeWitt 96601,H3.8,17.4,1996,-77.2,159.83333,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 046,H3.8,422,1999,30.9,-3.98333,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 085,H3.8,1804,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 096,H3.8,2510,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 1390,H3.8,270,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 1395,H3.8,734,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 1588,H3.8,300,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 1709,H3.8,9,2002,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 2946,H3.8,149,2005,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 314,H3.8,70.5,2001,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 3338,H3.8,62.6,2001,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 4717,H3.8,1318,2006,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 493,H3.8,346,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 5316,H3.8,1500,2007,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 532,H3.8,2830,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 541,H3.8,174,2000,31.1,-5.18333,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 5955,H3.8,1400,2005,0,0,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 716,H3.8,312,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 7298,H3.8,35.1,2005,0,0,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 742,H3.8,17,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 7777,H3.8,1352.3,2012,0,0,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 821,H3.8,5.1,2000,31.96667,-4.41667,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 855,H3.8,14600,2000,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 906,H3.8,1031,2001,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 925,H3.8,897,2001,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 946,H3.8,424,2001,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Outpost Nunatak A80301,H3.8,35.5,1980,-75.83333,158.2,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Raguli,H3.8,4239,1972,45.7,43.7,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Reckling Peak A80205,H3.8,53.8,1980,-76.20733,158.49357,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Roosevelt County 001,H3.8,462,1968,33.78333,-103.56667,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Sahara 99067,H3.8,207,1999,NA,NA,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
San Juan 010,H3.8,21.06,2007,-25.447667,-69.867333,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Thumb Butte,H3.8,105,2008,35.16993,-114.45585,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Tungsten Mountain 541,H3.8,5.7,2007,39.6884,-117.62422,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Wisconsin Range 91627,H3.8,107,1991,-86.50985,-122.96218,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 74142,H3.8,29.5,1974,-71.81667,36.34167,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791047,H3.8,163.44,1979,-71.5,35.66667,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791340,H3.8,34.2,1979,-71.5,35.66667,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793275,H3.8,52.61,1979,-71.5,35.66667,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 794009,H3.8,54.19,1979,-71.5,35.66667,H3.8,chondrite,ordinary,H,,,3,0,,,,,,
Ramlat as Sahmah 208,H3.8/3.9,50.13,2003,20.58568,56.0476,H3.8/3.9,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 169,H3.8/4,559,1990,27.73333,4.11667,H3.8/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Hammadah al Hamra 028,H3.8/4,143,1990,28.81667,12.73333,H3.8/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Hammadah al Hamra 153,H3.8-4,50000,1995,28.60033,13.5775,H3.8-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Acfer 163,H3.8-5,125,1990,27.7,4.35,H3.8-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Ramlat as Sahmah 390,H3.8-6,0.69,2010,20.0949,55.69318,H3.8-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Sahara 99070,H3.8-6,1780,1999,NA,NA,H3.8-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Suwahib (Buwah),H3.8-an,241,1931,20.05556,51.41667,H3.8-an,chondrite,ordinary,H,,,3,0,,,,,,
Willaroy,H3.8-an,4030,1970,-30.1,143.2,H3.8-an,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 123,H3.9,452,1990,27.46667,3.76667,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 211,H3.9,1009,1991,27.46472,3.78167,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Allan Hills A78084,H3.9,14280,1978,-76.71667,159.66667,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880613,H3.9,190.86,1988,-72,26,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880684,H3.9,60.26,1988,-72,26,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881420,H3.9,29.36,1988,-72,26,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881460,H3.9,13.1,1988,-72,26,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dar al Gani 225,H3.9,324,1996,27.5775,16.13633,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dar al Gani 454,H3.9,161,1998,27.7875,15.855,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dar al Gani 964,H3.9,158.1,2000,27.0345,16.14283,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 022,H3.9,110,2000,19.02833,54.49167,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 024,H3.9,164,2000,19.06167,54.55333,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 1291,H3.9,66,2001,18.31667,54.14667,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 1292,H3.9,26,2001,18.85167,54.66167,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 1293,H3.9,69,2001,18.84667,54.665,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 1540,H3.9,2481,2006,18.63867,54.72383,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 208,H3.9,12,2000,18.80167,54.29,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 212,H3.9,1456,2000,18.86,54.83167,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 294,H3.9,5988,2001,18.61333,54.5,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 334,H3.9,973,2000,19.05667,54.69833,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 503,H3.9,320,2000,18.58167,54.405,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 695,H3.9,702,2002,19.28167,54.83,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 722,H3.9,230,2001,18.68667,54.53333,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 858,H3.9,88,2001,18.22167,54.1,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 923,H3.9,190,2002,19.335,54.66333,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Elephant Moraine 87726,H3.9,82.5,1987,-76.18333,157.16667,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Elephant Moraine 87778,H3.9,161.7,1987,-76.18333,157.16667,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Elephant Moraine 87823,H3.9,95.4,1987,-76.18333,157.16667,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Hammadah al Hamra 002,H3.9,375,1990,28.98333,12.15,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Hammadah al Hamra 004,H3.9,296,1990,28.95,12.46667,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Hammadah al Hamra 248,H3.9,2345,1997,28.643,12.77533,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Jiddat al Harasis 651,H3.9,207.62,2010,19.68107,56.451,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 2841,H3.9,190,2004,NA,NA,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 2843,H3.9,404,2004,NA,NA,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 4257,H3.9,43,2002,NA,NA,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 4264,H3.9,85,2003,NA,NA,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 5083,H3.9,1382,2005,NA,NA,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 827,H3.9,48.7,2000,NA,NA,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 880,H3.9,182,2001,NA,NA,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Ramlat as Sahmah 218,H3.9,13.59,2003,20.5569,55.84888,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Roosevelt County 031,H3.9,397.1,1984,33.78333,-103.55,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Sligo,H3.9,78,1976,33.11861,-102.74056,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Umm as Samim 022,H3.9,20.78,2010,21.13823,55.52492,H3.9,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 005,H3.9/4,115,1989,27.6,3.83333,H3.9/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Acfer 006,H3.9/4,561,1989,27.63333,3.96667,H3.9/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Acfer 188,H3.9/4,252,1990,27.58333,4.11667,H3.9/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 90202,H3.9/4,9.73,1990,-72.95488,160.47328,H3.9/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Northwest Africa 059,H3.9/4,27000,NA,31.83333,-2.93333,H3.9/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Acfer 180,H3.9-5,103,1990,27.6,4.16667,H3.9-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Acfer 192,H3.9-5,219,1990,27.65,4.2,H3.9-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Dar al Gani 030,H3.9-6,404,1995,27.1915,16.1345,H3.9-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Dar al Gani 140,H3.9-6,263,1996,27.1575,16.208,H3.9-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Frontier Mountain 90205,H3.9-6,7.13,1990,-72.99167,160.40889,H3.9-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Umm as Samim 030,H3.9-6,10.06,2010,21.09165,55.51098,H3.9-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Dar al Gani 1032,H3/4,321,2000,27.035,16.38133,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Dar al Gani 870,H3/4,262,2000,26.911,16.45683,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Dar al Gani 928,H3/4,96,2000,26.9,16.6,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Dhofar 484,H3/4,383,2001,19.11045,54.87389,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Dhofar 753,H3/4,550,2000,18.26585,54.32107,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 01014,H3/4,3.6,2001,-72.98889,160.405,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 01039,H3/4,22,2001,-72.98944,160.40722,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 01040,H3/4,13.6,2001,-72.98889,160.40528,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 01048,H3/4,6.8,2001,-72.98944,160.40611,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 01049,H3/4,44.1,2001,-72.98944,160.40611,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 01117,H3/4,11.2,2001,-72.97056,160.52306,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 01156,H3/4,0.1,2001,-72.98944,160.40222,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 01165,H3/4,4.5,2001,-72.98917,160.40417,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 03089,H3/4,5.6,2004,-72.99394,160.3915,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 99012,H3/4,1.9,1999,-72.99444,160.40167,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 99019,H3/4,8.3,1999,-72.98972,160.39833,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 99035,H3/4,3.3,1999,-72.99,160.40222,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Frontier Mountain 99036,H3/4,6.1,1999,-72.98806,160.40389,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Gütersloh,H3/4,1000,1851,51.91667,8.38333,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Jiddat al Harasis 420,H3/4,25.091,2007,19.95765,56.17768,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Northwest Africa 016,H3/4,22,1999,31.33333,-4.33333,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Northwest Africa 4117,H3/4,70,NA,NA,NA,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Northwest Africa 4329,H3/4,26,2004,NA,NA,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Northwest Africa 4331,H3/4,21,2004,NA,NA,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Preobrazhenka,H3/4,418,1949,53.7,79.5,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Ramlat as Sahmah 215,H3/4,15.32,2003,20.56278,55.88898,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Sahara 97027,H3/4,374,1997,NA,NA,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Sahara 97058,H3/4,450,1997,NA,NA,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Sayh al Uhaymir 246,H3/4,614.43,2002,20.57935,57.1848,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Trenzano,H3/4,11800,1856,45.46667,10,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Yamato 790344,H3/4,5.26,1979,-71.5,35.66667,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Yamato 790962,H3/4,0.92,1979,-71.5,35.66667,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Yamato 790963,H3/4,40.32,1979,-71.5,35.66667,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Yamato 791500,H3/4,1252,1979,-71.5,35.66667,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Yamato 791502,H3/4,131.02,1979,-71.5,35.66667,H3/4,chondrite,ordinary,H,,,3|4,0,,,,,,
Dar al Gani 385,H3-4,447,1997,27.4445,16.27433,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Dhofar 469,H3-4,309,2001,19.2409,54.93694,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Frontier Mountain 01017,H3-4,1.5,2001,-72.98889,160.40528,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Frontier Mountain 03041,H3-4,12.31,2003,-72.95108,160.51425,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Frontier Mountain 03061,H3-4,1.75,2004,-72.988,160.40606,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Jiddat al Harasis 503,H3-4,2421.6,2007,19.75223,56.3106,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Nio,H3-4,467,1897,34.2,131.56667,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Northwest Africa 2504,H3-4,382,2004,NA,NA,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Northwest Africa 4050,H3-4,58,1998,NA,NA,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Tulia (a),H3-4,86000,1917,34.61667,-101.95,H3-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Acfer 166,H3-5,2476,1990,27.51667,4.23333,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Acfer 343,H3-5,140,2002,27.619722,4.265,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Buck Mountain Wash,H3-5,798,2004,34.72453,-114.20883,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Dar al Gani 300,H3-5,118,1997,26.94467,16.17933,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Dar al Gani 315,H3-5,525,1997,27.12217,16.312,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Dar al Gani 353,H3-5,210,1997,27.5965,15.8705,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Dar al Gani 918,H3-5,200,2000,27.2,16.08333,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Dar al Gani 936,H3-5,522,2000,27.21667,16.11667,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
Dhofar 1076,H3-5,243,2001,18.73805,54.19367,H3-5,chondrite,ordinary,H,,,5-Mar,1,,,,,,
