name,recclass,mass,year,reclat,reclong,ID,MeteorClass,SecondClass,Group,Family,ChemGroup,PetroType,Breccia,PetroClass,MetaGrade,MarsType,Lithol,Melt,Other
Yamato 791325,H3,9.02,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791338,H3,1.46,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791354,H3,5.2,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791370,H3,9.07,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791377,H3,4.74,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791387,H3,3.92,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791472,H3,7,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791640,H3,8.69,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 792675,H3,6.53,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 792915,H3,0.37,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 792955,H3,1.13,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793260,H3,7.4,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793268,H3,2.1,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793303,H3,3.51,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793310,H3,1.71,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793326,H3,7.43,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793327,H3,2.42,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793371,H3,4.84,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793381,H3,5.55,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793455,H3,8.25,1979,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 81066,H3,2.21,1981,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 82205,H3,8.09,1982,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 82208,H3,5.31,1982,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 8334,H3,0.55,1983,-71.5,35.66667,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980016,H3,6.704,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980049,H3,288.06,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980052,H3,426.95,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980053,H3,260.31,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980054,H3,58.072,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980055,H3,67.33,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980056,H3,16.952,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980057,H3,15.272,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980072,H3,11.55,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980073,H3,72.34,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980074,H3,17.625,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980075,H3,12.572,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980078,H3,21.346,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980127,H3,188.99,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980129,H3,173.89,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980135,H3,182.8,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980143,H3,48.79,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980178,H3,7.289,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980319,H3,77.74,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980379,H3,27.701,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980465,H3,37.837,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980472,H3,130.14,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980502,H3,22.102,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980544,H3,35.574,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980576,H3,57.25,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980577,H3,16.499,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980660,H3,12.397,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980740,H3,44.827,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 980855,H3,6.936,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981009,H3,11.929,1998,NA,NA,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981121,H3,13.53,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981139,H3,12.34,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981140,H3,29.57,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981175,H3,8.28,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981186,H3,26.95,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981221,H3,29.56,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981232,H3,6.57,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981399,H3,24.57,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981428,H3,5,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981536,H3,7.61,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981664,H3,22.58,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981705,H3,74.1,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981744,H3,21.13,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981745,H3,8.32,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981746,H3,6.25,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981901,H3,10.5,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 981989,H3,16.3,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982020,H3,5.96,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982023,H3,36.18,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982027,H3,4.55,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982038,H3,51.12,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982074,H3,21.27,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982121,H3,9.78,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982239,H3,5.11,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982393,H3,4.35,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982701,H3,12.24,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982740,H3,6.92,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982781,H3,6.76,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982783,H3,5.51,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982873,H3,4.43,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 982875,H3,4.71,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983088,H3,5.62,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983111,H3,3.76,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983112,H3,6.55,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983123,H3,12.26,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983276,H3,110.9,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983320,H3,81.35,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983324,H3,18.09,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983405,H3,66.23,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983420,H3,68.04,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983535,H3,52.21,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983577,H3,3.47,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983578,H3,9.98,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983914,H3,107.6,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 983967,H3,27.71,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 984131,H3,8.23,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 984132,H3,11.38,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 984134,H3,47.67,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 984146,H3,19.32,1998,0,0,H3,chondrite,ordinary,H,,,3,0,,,,,,
Zegdou,H3,6700,1998,29.75,-4.5,H3,chondrite,ordinary,H,,,3,0,,,,,,
Grove Mountains 050404,H3 ,10.55,2006,-72.98333,75.28611,H3,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881026,H3.0,112.9,1988,-72,26,H3.0,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881258,H3.0,274.09,1988,-72,26,H3.0,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881283,H3.0,161.56,1988,-72,26,H3.0,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 828,H3.0-3.4,738,2000,30.3,-5.91667,H3.0-3.4,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 2335,H3.05,114,2002,0,0,H3.05,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 3302,H3.05,42.4,2006,0,0,H3.05,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881083,H3.1,176.27,1988,-72,26,H3.1,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881236,H3.1,198.93,1988,-72,26,H3.1,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 2336,H3.10,402,2002,0,0,H3.10,chondrite,ordinary,H,,,3,0,,,,,,
Roosevelt County 075,H3.10,258,1990,34.18333,-103.43333,H3.10,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 5808,H3.15,730,NA,0,0,H3.15,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 1529,H3.2,175,2006,18.205,54.29783,H3.2,chondrite,ordinary,H,,,3,0,,,,,,
Frontier Mountain 93050,H3.2,1.77,1993,-72.98167,160.43778,H3.2,chondrite,ordinary,H,,,3,0,,,,,,
Reckling Peak A80207,H3.2-3.7,17.7,1980,-76.21498,158.42109,H3.2-3.7,chondrite,ordinary,H,,,3,1,,,,,,
Yamato 75029,H3.2-6,83.9,1975,-71.5,35.66667,H3.2-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Yamato 792947,H3.2-an,233.4,1979,-71.5,35.66667,H3.2-an,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793408,H3.2-an,1140,1979,-71.5,35.66667,H3.2-an,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 82038,H3.2-an,199.9,1982,-71.5,35.66667,H3.2-an,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880916,H3.3,15.87,1988,-72,26,H3.3,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880941,H3.3,37.82,1988,-72,26,H3.3,chondrite,ordinary,H,,,3,0,,,,,,
Bates Nunataks 00301,H3.3,33.8,2000,-80.25,153.5,H3.3,chondrite,ordinary,H,,,3,0,,,,,,
Bates Nunataks 00302,H3.3,37.1,2000,-80.25,153.5,H3.3,chondrite,ordinary,H,,,3,0,,,,,,
Bates Nunataks 00303,H3.3,15.8,2000,-80.25,153.5,H3.3,chondrite,ordinary,H,,,3,0,,,,,,
Mount Wisting 95300,H3.3,2733,1995,-86.45,-165.43333,H3.3,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791856,H3.3,26.11,1979,-71.5,35.66667,H3.3,chondrite,ordinary,H,,,3,0,,,,,,
Allan Hills 88036,H3.4,26.4,1988,-76.68219,159.31165,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880713,H3.4,16.24,1988,-72,26,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880733,H3.4,16.73,1988,-72,26,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881329,H3.4,39.25,1988,-72,26,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Dar al Gani 475,H3.4,269,1998,27.61067,16.21867,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Frontier Mountain 90032,H3.4,1.6,1990,-72.95488,160.47328,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Jiddat al Harasis 425,H3.4,257.287,2007,19.91167,56.3359,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 88121,H3.4,15.6,1988,-84.25284,161.3734,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Meteorite Hills 00506,H3.4,301.1,2000,-79.68333,155.75,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Meteorite Hills 00552,H3.4,97.3,2000,-79.68333,155.75,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Meteorite Hills 00607,H3.4,76.55,2000,-79.68333,155.75,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 7040,H3.4,1740,2011,0,0,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Queen Alexandra Range 97030,H3.4,413.8,1997,-84,168,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Roosevelt,H3.4,5200,1972,34.86667,-98.95,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Sharps,H3.4,1265,1921,37.83333,-76.7,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793567,H3.4,700,1979,-71.5,35.66667,H3.4,chondrite,ordinary,H,,,3,0,,,,,,
Dhofar 207,H3.4/3.5,499.5,1999,18.26333,54.06833,H3.4/3.5,chondrite,ordinary,H,,,3,0,,,,,,
Ramlat as Sahmah 423,H3.4-5,230.3,2010,20.49917,56.49815,H3.4-5,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Allan Hills 88020,H3.5,53.7,1988,-76.68984,159.35622,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881382,H3.5,22.05,1988,-72,26,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Clipperton,H3.5,277,1986,11.7,-137.8,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Dar al Gani 405,H3.5,193,1998,27.93133,15.8675,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Dominion Range 08468,H3.5,64.8,2008,0,0,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Elephant Moraine 83248,H3.5,39.2,1983,-76.3225,157.18472,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Frenchman Bay,H3.5,8800,1964,-30.60833,115.16667,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Ilafegh 013,H3.5,745,1989,21.66667,1.38333,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 87064,H3.5,6.7,1987,-84.2536,161.38995,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 88315,H3.5,25.1,1988,-84.29519,161.3213,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Lewis Cliff 88519,H3.5,3.6,1988,-84.25041,161.4328,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
MacAlpine Hills 88174,H3.5,98.4,1988,-84.21667,160.5,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 2378,H3.5,3141,2004,NA,NA,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Olton,H3.5,953,1948,34.16722,-102.13361,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Queen Alexandra Range 971023,H3.5,11.4,1997,-84,168,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Willow Wash,H3.5,552,2006,35.37358,-115.34388,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 793574,H3.5,88.35,1979,-71.5,35.66667,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 8454,H3.5,13.13,1984,-71.5,35.66667,H3.5,chondrite,ordinary,H,,,3,0,,,,,,
Allan Hills 85062,H3.5-4,167.3,1985,-76.84511,156.20617,H3.5-4,chondrite,ordinary,H,,,4-Mar,1,,,,,,
Allan Hills 82110,H3.6,39.3,1982,-77.03342,157.25235,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Allan Hills 83042,H3.6,0.5,1983,-76.81765,158.19001,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Allan Hills A81024,H3.6,797.7,1981,-76.67844,159.26614,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 87274,H3.6,244.45,1987,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 87283,H3.6,123.35,1987,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 87286,H3.6,61.25,1987,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880676,H3.6,112.96,1988,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880710,H3.6,14.67,1988,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880793,H3.6,67.01,1988,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880973,H3.6,19.84,1988,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881212,H3.6,97.5,1988,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881374,H3.6,44.95,1988,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881544,H3.6,26.19,1988,-72,26,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Clovis (no. 1),H3.6,283000,1961,34.3,-103.13472,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Dar al Gani 442,H3.6,188,1998,27.48083,16.31833,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Elephant Moraine 83267,H3.6,27.7,1983,-76.30833,157.31083,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Frontier Mountain 90003,H3.6,26.1,1991,-72.95502,160.43827,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Frontier Mountain 93049,H3.6,10.6,1993,-72.98972,160.40778,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Grosvenor Mountains 06068,H3.6,174.3,2006,NA,NA,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 6283,H3.6,104,2006,0,0,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 6617,H3.6,71,2009,0,0,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Northwest Africa 7180,H3.6,240.5,2011,0,0,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Pecora Escarpment 82520,H3.6,22.7,1982,-85.67975,-68.72444,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Queen Alexandra Range 93030,H3.6,896.9,1993,-84.6278,162.00223,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Queen Alexandra Range 94575,H3.6,39.4,1994,-84,168,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Queen Alexandra Range 97168,H3.6,24.8,1997,-84,168,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Ramlat as Sahmah 333,H3.6,100.68,2010,20.80225,55.44393,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Ramlat as Sahmah 337,H3.6,1119.8,2010,20.81403,55.46177,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Ramlat as Sahmah 338,H3.6,934.7,2010,20.80265,55.46678,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Ramlat as Sahmah 383,H3.6,266.01,2010,20.11792,56.39452,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Red Dry Lake 009,H3.6,13,2001,35.62723,-114.04323,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Sainte Rose,H3.6,430,1983,-21.19222,55.68639,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
San Juan 006,H3.6,242.104,2007,-25.446333,-69.855333,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Willard (b),H3.6,12700,1934,34.5,-105.83333,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 790138,H3.6,39.32,1979,-71.5,35.66667,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 790167,H3.6,18.75,1979,-71.5,35.66667,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 790333,H3.6,17.73,1979,-71.5,35.66667,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791148,H3.6,58.36,1979,-71.5,35.66667,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 791537,H3.6,66.18,1979,-71.5,35.66667,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 794008,H3.6,19.82,1979,-71.5,35.66667,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 794011,H3.6,19,1979,-71.5,35.66667,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Yamato 794064,H3.6,43.21,1979,-71.5,35.66667,H3.6,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 153,H3.6-6,211,1990,27.53333,3.95,H3.6-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Ramlat as Sahmah 339,H3.6-6,1035.8,2010,20.79882,55.46208,H3.6-6,chondrite,ordinary,H,,,6-Mar,1,,,,,,
Acfer 022,H3.7,192,1989,27.51667,3.83333,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 095,H3.7,104,1990,27.71667,4.38333,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 129,H3.7,162,1990,27.6,4.2,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 171,H3.7,313,1990,27.65,4.25,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 178,H3.7,488,1990,27.48333,3.75,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Acfer 210,H3.7,720,1991,27.49722,3.87028,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Allan Hills 85121,H3.7,55.3,1985,-76.84468,156.42927,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Allan Hills A77299,H3.7,260.7,1977,-76.71667,159.66667,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 87216,H3.7,65.93,1987,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 87277,H3.7,250.02,1987,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 87278,H3.7,176,1987,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880620,H3.7,99.57,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880641,H3.7,154.23,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880709,H3.7,15.22,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880711,H3.7,59.58,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880840,H3.7,60.92,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880863,H3.7,19.3,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880901,H3.7,12.14,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880925,H3.7,56.07,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880930,H3.7,52.21,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 880966,H3.7,35.1,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881069,H3.7,32.75,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881080,H3.7,229.36,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881093,H3.7,26.32,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881216,H3.7,119.32,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881240,H3.7,49.11,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881242,H3.7,15.16,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881249,H3.7,582.25,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881263,H3.7,133.48,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881298,H3.7,123.21,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881309,H3.7,14.62,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881411,H3.7,56.93,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881491,H3.7,35.06,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881492,H3.7,108.07,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881493,H3.7,245.3,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881538,H3.7,57.17,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881546,H3.7,10.44,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881609,H3.7,60.71,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 881626,H3.7,80.06,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
Asuka 882004,H3.7,375.5,1988,-72,26,H3.7,chondrite,ordinary,H,,,3,0,,,,,,
